,url,type,review_count,title,location,longitude,latitude
0,https://www.airbnb.com/rooms/414419,Entire Place,239,Back Bay! Best Location in Boston! - Lofts for Rent in Boston,Back Bay,-71.08169858052565,42.3533625963596
1,https://www.airbnb.com/rooms/10745,Private Room,378,JazzVille: Bn'B Boston & Cambridge - Bed & Breakfasts for Rent,Cambridge,-71.10652076483046,42.362987909136415
